year,geo_name,geo,income_below_poverty,pop_poverty_status,income_below_poverty,income_below_poverty_moe,pop_poverty_status,pop_poverty_status_moe
2015,Harrison County,05000US18061,5392,38736,5392,917,38736,199
2013,Bee County,05000US48025,5389,24307,5389,776,24307,493
2015,Winston County,05000US28159,5389,18251,5389,632,18251,163
2016,DeKalb County,05000US18033,5387,41994,5387,971,41994,127
2015,Williams County,05000US39171,5386,36128,5386,616,36128,253
2013,Clark County,05000US21049,5383,35034,5383,701,35034,174
2014,Shenandoah County,05000US51171,5382,42059,5382,727,42059,143
2016,Logan County,05000US40083,5382,43666,5382,705,43666,498
2016,Rockwall County,05000US48397,5380,87227,5380,1070,87227,276
2013,Lincoln County,05000US47103,5380,32976,5380,730,32976,146
2015,"Hunterdon County, NJ",05000US34019,5379,122125,5379,813,122125,643
2013,Fannin County,05000US13111,5376,23336,5376,748,23336,102
2014,San Jacinto County,05000US48407,5376,26663,5376,798,26663,120
2013,Butler County,05000US20015,5374,63614,5374,728,63614,286
2016,Marion County,05000US47115,5374,27941,5374,657,27941,169
2014,Lincoln County,05000US47103,5372,32941,5372,755,32941,250
2015,Sumter County,05000US01119,5372,12595,5372,500,12595,162
2015,Seminole County,05000US40133,5371,24759,5371,460,24759,151
2014,Cherokee County,05000US01019,5370,25554,5370,876,25554,206
2013,Cheatham County,05000US47021,5370,38786,5370,707,38786,114
2016,Upshur County,05000US48459,5367,39646,5367,914,39646,221
2014,Northampton County,05000US37131,5367,20466,5367,652,20466,382
2013,Stone County,05000US29209,5365,31432,5365,826,31432,144
2014,Rowan County,05000US21205,5365,20644,5365,821,20644,553
2013,Waupaca County,05000US55135,5363,50568,5363,595,50568,286
2016,Webster County,05000US19187,5362,34215,5362,676,34215,308
2014,Logan County,05000US40083,5361,42373,5361,641,42373,594
2013,Clay County,05000US28025,5359,20271,5359,701,20271,101
2014,Martin County,05000US37117,5358,23804,5358,721,23804,64
2015,Las Marí_as Municipio,05000US72083,5357,9237,5357,548,9237,81
2014,Las Marí_as Municipio,05000US72083,5356,9439,5356,437,9439,81
2014,Susquehanna County,05000US42115,5354,42230,5354,398,42230,149
2016,Callaway County,05000US29027,5354,40724,5354,780,40724,375
2013,Hardin County,05000US39065,5354,29532,5354,958,29532,307
2013,Fannin County,05000US48147,5353,31136,5353,752,31136,402
2014,Calaveras County,05000US06009,5352,44223,5352,776,44223,178
2015,Fayette County,05000US47047,5351,38361,5351,598,38361,115
2016,Marshall County,05000US18099,5351,46110,5351,674,46110,156
2015,Marion County,05000US47115,5350,27891,5350,802,27891,160
2013,Marinette County,05000US55075,5347,40440,5347,543,40440,280
2016,Hot Spring County,05000US05059,5347,31364,5347,727,31364,243
2014,Meigs County,05000US39105,5346,23237,5346,580,23237,144
2014,Carroll County,05000US47017,5346,27567,5346,695,27567,194
2016,White County,05000US13311,5345,27715,5345,1024,27715,137
2013,Orleans County,05000US36073,5341,39718,5341,716,39718,281
2015,Lincoln County,05000US40081,5335,34028,5335,439,34028,127
2015,Zapata County,05000US48505,5334,14266,5334,896,14266,55
2016,Saline County,05000US17165,5334,23958,5334,648,23958,182
2015,Scott County,05000US21209,5332,48452,5332,632,48452,308
2016,Douglas County,05000US53017,5330,39848,5330,826,39848,94
2016,Mecklenburg County,05000US51117,5328,29943,5328,793,29943,304
2016,Waupaca County,05000US55135,5327,50243,5327,561,50243,308
2014,Sweetwater County,05000US56037,5325,43811,5325,976,43811,212
2013,San Jacinto County,05000US48407,5322,26506,5322,986,26506,88
2015,Upshur County,05000US48459,5322,39445,5322,838,39445,256
2013,Fayette County,05000US47047,5321,38047,5321,689,38047,91
2014,Johnson County,05000US05071,5320,25072,5320,673,25072,173
2016,Noble County,05000US18113,5320,46561,5320,862,46561,232
2016,Susquehanna County,05000US42115,5320,41386,5320,489,41386,174
2014,Hancock County,05000US18059,5320,70005,5320,800,70005,274
2015,Cherokee County,05000US37039,5319,26647,5319,741,26647,164
2015,McNairy County,05000US47109,5319,25697,5319,694,25697,113
2014,Shelby County,05000US18145,5316,43546,5316,819,43546,223
2014,Union County,05000US45087,5312,27895,5312,565,27895,163
2013,Gallia County,05000US39053,5312,30019,5312,622,30019,190
2015,Tippah County,05000US28139,5311,21718,5311,832,21718,123
2015,Rockwall County,05000US48397,5310,84703,5310,998,84703,237
2016,Las Marí_as Municipio,05000US72083,5309,9021,5309,546,9021,29
2016,Scott County,05000US21209,5309,49537,5309,647,49537,296
2013,Roscommon County,05000US26143,5308,23961,5308,537,23961,90
2013,Windham County,05000US50025,5306,42812,5306,520,42812,202
2015,Fannin County,05000US48147,5305,30810,5305,672,30810,378
2013,Warrick County,05000US18173,5305,58995,5305,842,58995,264
2015,Shelby County,05000US18145,5302,43548,5302,863,43548,238
2015,Clay County,05000US28025,5302,19961,5302,709,19961,152
2013,Dorchester County,05000US24019,5301,32108,5301,568,32108,135
2016,Clark County,05000US21049,5300,35085,5300,740,35085,201
2014,Henry County,05000US17073,5299,49107,5299,630,49107,287
2016,Buchanan County,05000US51027,5297,22123,5297,649,22123,152
2014,Winston County,05000US01133,5297,23680,5297,633,23680,228
2013,Defiance County,05000US39039,5296,38001,5296,684,38001,217
2014,Lincoln County,05000US40081,5294,33945,5294,462,33945,140
2015,Cooke County,05000US48097,5292,38047,5292,727,38047,164
2013,Callaway County,05000US29027,5291,40636,5291,915,40636,337
2013,Adair County,05000US29001,5291,22371,5291,497,22371,467
2016,Tattnall County,05000US13267,5290,19108,5290,616,19108,434
2016,Ashe County,05000US37009,5290,26548,5290,745,26548,176
2013,Hancock County,05000US18059,5289,69610,5289,1011,69610,249
2014,Oceana County,05000US26127,5288,26027,5288,417,26027,109
2016,Hardeman County,05000US47069,5285,22323,5285,739,22323,228
2015,Oceana County,05000US26127,5285,25943,5285,466,25943,123
2015,Meigs County,05000US39105,5285,23143,5285,635,23143,130
2013,Attala County,05000US28007,5283,19069,5283,714,19069,132
2014,Preble County,05000US39135,5280,41232,5280,645,41232,208
2014,Fannin County,05000US13111,5280,23327,5280,817,23327,149
2014,Miller County,05000US29131,5280,24549,5280,674,24549,180
2016,Union County,05000US28145,5277,27669,5277,954,27669,127
2015,Dorchester County,05000US24019,5275,32059,5275,595,32059,101
2016,Hancock County,05000US18059,5274,71249,5274,742,71249,194
2015,Bee County,05000US48025,5274,24858,5274,776,24858,434
2014,Roscommon County,05000US26143,5272,23811,5272,518,23811,123
2013,Abbeville County,05000US45001,5272,24413,5272,642,24413,199
2013,Fairfield County,05000US45039,5271,23219,5271,727,23219,139
2016,Nez Perce County,05000US16069,5266,38803,5266,662,38803,293
2013,Lee County,05000US19111,5262,34740,5262,569,34740,240
2014,Waupaca County,05000US55135,5259,50449,5259,652,50449,263
2014,Williams County,05000US39171,5257,36273,5257,724,36273,264
2015,Henry County,05000US17073,5256,48991,5256,652,48991,233
2014,Sabine Parish,05000US22085,5256,23773,5256,519,23773,214
2016,Marinette County,05000US55075,5254,39972,5254,552,39972,272
2014,Knox County,05000US18083,5252,35364,5252,760,35364,485
2013,Warren County,05000US37185,5250,20022,5250,636,20022,210
2016,Box Elder County,05000US49003,5250,51064,5250,934,51064,140
2014,Roosevelt County,05000US35041,5249,18882,5249,705,18882,231
2014,Russell County,05000US51167,5249,28124,5249,801,28124,94
2015,Uvalde County,05000US48463,5248,26326,5248,952,26326,212
2015,Frederick County,05000US51069,5247,80204,5247,912,80204,404
2016,Meigs County,05000US39105,5247,23052,5247,593,23052,117
2016,Cherokee County,05000US37039,5247,26860,5247,654,26860,146
2015,Marengo County,05000US01091,5244,20054,5244,656,20054,139
2013,Pemiscot County,05000US29155,5244,17896,5244,433,17896,68
2014,Marinette County,05000US55075,5242,40364,5242,452,40364,286
2014,Butler County,05000US01013,5239,20208,5239,517,20208,147
2016,Poinsett County,05000US05111,5238,23685,5238,650,23685,107
2014,Washington County,05000US13303,5234,19272,5234,595,19272,290
2016,Fulton County,05000US17057,5232,33568,5232,570,33568,299
2014,Ohio County,05000US21183,5232,23525,5232,828,23525,172
2015,Waupaca County,05000US55135,5232,50360,5232,518,50360,333
2016,Abbeville County,05000US45001,5230,24247,5230,721,24247,175
2016,Polk County,05000US29167,5228,29731,5228,723,29731,250
2016,Hart County,05000US13147,5228,24637,5228,737,24637,197
2013,Lumpkin County,05000US13187,5228,28854,5228,877,28854,336
2014,Warren County,05000US42123,5224,40221,5224,463,40221,189
2016,Benton County,05000US27009,5220,38792,5220,735,38792,217
2016,Del Norte County,05000US06015,5219,24011,5219,655,24011,287
2015,Muscatine County,05000US19139,5219,42133,5219,708,42133,255
2014,Shelby County,05000US21211,5218,42204,5218,767,42204,224
2016,Hertford County,05000US37091,5217,21386,5217,544,21386,587
2015,Texas County,05000US29215,5214,24054,5214,647,24054,399
2013,Champaign County,05000US39021,5214,38939,5214,867,38939,186
2013,Pickens County,05000US01107,5213,19189,5213,515,19189,135
2015,"Putnam County, NY",05000US36079,5212,98228,5212,739,98228,333
2015,Gladwin County,05000US26051,5211,25176,5211,389,25176,82
2015,Davie County,05000US37059,5210,40917,5210,873,40917,192
2015,Webster County,05000US19187,5210,34373,5210,614,34373,331
2015,Ohio County,05000US21183,5208,23658,5208,767,23658,133
2014,Texas County,05000US29215,5208,24227,5208,791,24227,322
2015,Del Norte County,05000US06015,5207,23896,5207,595,23896,355
2016,Fayette County,05000US39047,5207,28041,5207,709,28041,216
2015,Calvert County,05000US24009,5207,89205,5207,820,89205,274
2016,Peach County,05000US13225,5206,24770,5206,696,24770,243
2014,Rolette County,05000US38079,5206,14088,5206,492,14088,100
2013,Oceana County,05000US26127,5200,26126,5200,569,26126,117
2013,Glenn County,05000US06021,5198,27581,5198,822,27581,151
2015,White County,05000US13311,5195,27349,5195,1101,27349,130
2013,Radford city,05000US51750,5194,13769,5194,778,13769,354
2014,Wayne County,05000US21231,5192,20356,5192,613,20356,175
2014,Randolph County,05000US01111,5191,22122,5191,763,22122,186
2014,Cherokee County,05000US37039,5190,26772,5190,643,26772,140
2015,Limestone County,05000US48293,5189,22347,5189,845,22347,561
2016,Clatsop County,05000US41007,5187,36954,5187,589,36954,153
2013,Ford County,05000US20057,5185,33452,5185,879,33452,172
2015,Fayette County,05000US39047,5185,28105,5185,708,28105,175
2013,Huntingdon County,05000US42061,5183,40693,5183,457,40693,371
2014,Windham County,05000US50025,5182,42608,5182,577,42608,223
2016,Chattooga County,05000US13055,5182,23131,5182,645,23131,248
2013,Marshall County,05000US54051,5181,32187,5181,612,32187,206
2016,Hickman County,05000US47081,5181,22610,5181,763,22610,169
2013,Henry County,05000US17073,5179,49230,5179,658,49230,230
2016,Williams County,05000US39171,5176,35946,5176,552,35946,251
2013,DeKalb County,05000US18033,5175,41794,5175,673,41794,110
2015,Miami County,05000US18103,5174,33949,5174,516,33949,249
2014,Zapata County,05000US48505,5173,14179,5173,941,14179,63
2016,Osceola County,05000US26133,5172,22834,5172,349,22834,80
2014,Calvert County,05000US24009,5170,89004,5170,826,89004,312
2013,Henderson County,05000US47077,5169,27531,5169,778,27531,186
2014,Tooele County,05000US49045,5169,59181,5169,978,59181,180
2015,Marinette County,05000US55075,5168,40115,5168,499,40115,261
2014,Madison County,05000US13195,5168,27968,5168,780,27968,125
2014,Eagle County,05000US08037,5166,51843,5166,895,51843,227
2016,Crawford County,05000US29055,5166,24089,5166,738,24089,160
2015,Covington County,05000US28031,5162,19139,5162,778,19139,137
2016,Worcester County,05000US24047,5162,50731,5162,692,50731,186
2016,Clay County,05000US28025,5159,19829,5159,626,19829,161
2013,Texas County,05000US29215,5158,24108,5158,881,24108,246
2014,Garvin County,05000US40049,5158,27047,5158,422,27047,121
2015,Winston County,05000US01133,5157,23568,5157,548,23568,212
2014,Rockwall County,05000US48397,5156,82429,5156,826,82429,283
2015,Montgomery County,05000US18107,5153,36392,5153,809,36392,283
2014,White County,05000US13311,5152,27137,5152,920,27137,162
2014,Drew County,05000US05043,5151,17569,5151,740,17569,265
2016,Douglas County,05000US32005,5148,47088,5148,858,47088,169
2013,Sabine Parish,05000US22085,5148,23758,5148,441,23758,153
2015,Stone County,05000US29209,5147,31023,5147,721,31023,181
2016,Wayne County,05000US28153,5144,20209,5144,842,20209,152
2014,Fayette County,05000US39047,5142,28183,5142,588,28183,172
2016,Greene County,05000US42059,5141,33627,5141,593,33627,429
2013,Garvin County,05000US40049,5140,26969,5140,613,26969,95
2016,Harrison County,05000US18061,5139,38857,5139,800,38857,212
2014,Kenai Peninsula Borough,05000US02122,5138,55311,5138,500,55311,201
2013,Winchester city,05000US51840,5138,25516,5138,836,25516,239
2015,Shenandoah County,05000US51171,5138,42217,5138,861,42217,130
2016,Wayne County,05000US21231,5138,20251,5138,714,20251,144
2014,Attala County,05000US28007,5138,18993,5138,653,18993,188
2016,Oceana County,05000US26127,5136,25867,5136,538,25867,107
2013,Brookings County,05000US46011,5131,28798,5131,624,28798,362
2016,Defiance County,05000US39039,5129,37701,5129,722,37701,178
2016,Butler County,05000US01013,5126,19977,5126,620,19977,148
2016,Lincoln County,05000US40081,5125,34121,5125,415,34121,115
2014,Saline County,05000US17165,5125,24079,5125,718,24079,250
2015,Franklin County,05000US13119,5122,21468,5122,691,21468,174
2016,Bee County,05000US48025,5121,24924,5121,807,24924,398
2013,Miller County,05000US29131,5120,24477,5120,764,24477,111
2015,Madison County,05000US31119,5119,34037,5119,643,34037,210
2013,Pike County,05000US42103,5119,56449,5119,736,56449,213
2014,Defiance County,05000US39039,5119,37885,5119,640,37885,267
2013,Shelby County,05000US21211,5118,41379,5118,815,41379,262
2013,Columbia County,05000US55021,5116,54948,5116,798,54948,205
2014,Osceola County,05000US26133,5115,22918,5115,428,22918,106
2013,Crawford County,05000US29055,5114,24287,5114,708,24287,135
2016,Winston County,05000US28159,5113,18091,5113,598,18091,128
2014,Stone County,05000US29209,5113,31294,5113,712,31294,120
2015,Prentiss County,05000US28117,5112,24279,5112,838,24279,252
2013,Warren County,05000US42123,5112,40464,5112,577,40464,188
2014,Pemiscot County,05000US29155,5110,17738,5110,500,17738,87
2013,Huron County,05000US26063,5106,32344,5106,489,32344,125
2013,Taylor County,05000US21217,5106,23581,5106,633,23581,211
2013,Meigs County,05000US39105,5106,23324,5106,619,23324,136
2013,Palo Pinto County,05000US48363,5104,27604,5104,608,27604,160
2015,Goodhue County,05000US27049,5104,45472,5104,581,45472,198
2014,Fulton County,05000US17057,5103,34268,5103,606,34268,308
2015,Logan County,05000US21141,5103,26474,5103,757,26474,164
2016,Tippah County,05000US28139,5103,21675,5103,832,21675,119
2013,Carroll County,05000US05015,5101,27106,5101,801,27106,156
2016,Gladwin County,05000US26051,5099,25080,5099,545,25080,86
2013,Harrison County,05000US18061,5099,38619,5099,780,38619,141
2013,Tooele County,05000US49045,5095,58293,5095,807,58293,190
2015,Butler County,05000US01013,5094,20083,5094,492,20083,154
2015,Crawford County,05000US29055,5093,24220,5093,626,24220,150
2016,Grenada County,05000US28043,5090,21108,5090,835,21108,175
2013,Custer County,05000US40039,5089,26581,5089,658,26581,239
2014,Madison County,05000US31119,5087,33976,5087,545,33976,210
2015,Caroline County,05000US24011,5086,32109,5086,660,32109,155
2014,Mineral County,05000US54057,5084,27122,5084,695,27122,159
2013,Hancock County,05000US54029,5083,30053,5083,654,30053,165
2014,Jefferson County,05000US13163,5082,15994,5082,609,15994,175
2016,Fannin County,05000US48147,5078,30792,5078,594,30792,295
2014,Boone County,05000US54005,5077,24023,5077,651,24023,112
2015,Mason County,05000US54053,5075,26419,5075,785,26419,179
2013,Jefferson County,05000US13163,5073,16125,5073,616,16125,139
2016,Madison County,05000US31119,5071,34024,5071,655,34024,198
2015,Defiance County,05000US39039,5071,37843,5071,654,37843,185
2016,Garvin County,05000US40049,5070,27226,5070,502,27226,103
2016,Polk County,05000US05113,5069,20116,5069,836,20116,89
2013,Preble County,05000US39135,5069,41463,5069,744,41463,188
2015,Pemiscot County,05000US29155,5068,17554,5068,456,17554,105
2013,Macon County,05000US01087,5066,18581,5066,484,18581,270
2014,"Hunterdon County, NJ",05000US34019,5065,121928,5065,914,121928,563
2013,White County,05000US47185,5065,25468,5065,713,25468,254
2013,Wright County,05000US29229,5063,18385,5063,687,18385,72
2016,"Putnam County, NY",05000US36079,5061,98085,5061,626,98085,324
2016,Cheatham County,05000US47021,5061,39102,5061,755,39102,155
2016,Clark County,05000US55019,5060,33857,5060,399,33857,160
2013,Clark County,05000US55019,5060,34021,5060,443,34021,153
2014,Columbia County,05000US55021,5059,55031,5059,595,55031,244
2016,Coshocton County,05000US39031,5058,36173,5058,667,36173,146
2015,Sweetwater County,05000US56037,5058,44074,5058,804,44074,118
2013,Marion County,05000US47115,5056,27854,5056,793,27854,136
2014,Marengo County,05000US01091,5054,20238,5054,610,20238,97
2015,Rolette County,05000US38079,5054,14225,5054,521,14225,90
2014,Giles County,05000US47055,5049,28309,5049,636,28309,225
2016,Nodaway County,05000US29147,5046,19819,5046,523,19819,301
2016,Warren County,05000US42123,5042,39648,5042,554,39648,172
2014,Gladwin County,05000US26051,5040,25288,5040,482,25288,118
2015,Garvin County,05000US40049,5038,27095,5038,410,27095,127
2014,Brookings County,05000US46011,5038,29152,5038,658,29152,446
2013,Conway County,05000US05029,5037,20972,5037,689,20972,89
2016,Pemiscot County,05000US29155,5036,17293,5036,521,17293,99
2014,Fulton County,05000US39051,5036,42094,5036,667,42094,168
2015,Osceola County,05000US26133,5032,22862,5032,344,22862,80
2015,Washington County,05000US29221,5030,23711,5030,654,23711,253
2013,Mason County,05000US54053,5028,26500,5028,795,26500,235
2013,Boone County,05000US54005,5025,24293,5025,641,24293,104
2015,Drew County,05000US05043,5023,17572,5023,632,17572,256
2015,Marion County,05000US29127,5020,27416,5020,644,27416,294
2013,"Hanover County, VA",05000US51085,5019,98006,5019,825,98006,258
2015,Carroll County,05000US51035,5017,29692,5017,797,29692,49
2013,Caswell County,05000US37033,5014,22162,5014,640,22162,229
2013,Rolette County,05000US38079,5014,13945,5014,562,13945,82
2014,Alpena County,05000US26007,5013,28628,5013,505,28628,181
2014,Scott County,05000US21209,5012,47412,5012,742,47412,390
2015,White County,05000US47185,5011,25600,5011,728,25600,300
2014,Bennington County,05000US50003,5010,35248,5010,678,35248,264
2015,Martin County,05000US37117,5007,23540,5007,809,23540,84
2016,Ohio County,05000US21183,5003,23631,5003,805,23631,146
2015,Carroll County,05000US05015,5001,27328,5001,877,27328,107
2014,Dallas County,05000US19049,5000,71621,5000,968,71621,138
2013,Alpena County,05000US26007,4999,28926,4999,612,28926,127
2013,Greene County,05000US42059,4999,34089,4999,583,34089,384
2013,Drew County,05000US05043,4999,17559,4999,727,17559,263
2013,Johnson County,05000US05071,4999,24925,4999,740,24925,178
2016,Washington County,05000US13303,4996,18925,4996,667,18925,197
2016,Stephens County,05000US13257,4995,24920,4995,1179,24920,135
2013,Williams County,05000US39171,4994,36440,4994,663,36440,247
2013,Tate County,05000US28137,4993,26954,4993,815,26954,301
2014,Limestone County,05000US48293,4988,22322,4988,646,22322,373
2014,Wilson County,05000US48493,4988,43748,4988,819,43748,268
2015,Marshall County,05000US47117,4986,30803,4986,846,30803,153
2015,Douglas County,05000US32005,4984,46906,4984,679,46906,201
2013,Wyoming County,05000US54109,4984,23222,4984,656,23222,134
2013,Madison County,05000US13195,4980,27886,4980,833,27886,80
2016,Knox County,05000US18083,4980,35374,4980,722,35374,290
2016,Goodhue County,05000US27049,4980,45549,4980,742,45549,179
2013,Knox County,05000US18083,4979,35447,4979,578,35447,354
2014,Nicholas County,05000US54067,4979,25816,4979,839,25816,139
2014,Huron County,05000US26063,4979,32089,4979,408,32089,146
2016,Limestone County,05000US48293,4976,22421,4976,704,22421,267
2013,Osceola County,05000US26133,4975,22963,4975,403,22963,88
2015,Shelby County,05000US39149,4970,48487,4970,801,48487,223
2016,Mason County,05000US54053,4970,26348,4970,804,26348,107
2013,McCreary County,05000US21147,4968,16396,4968,716,16396,253
2014,Bertie County,05000US37015,4967,19485,4967,690,19485,346
2014,Elko County,05000US32007,4966,50249,4966,855,50249,184
2014,Carter County,05000US21043,4962,26588,4962,643,26588,220
2015,Greene County,05000US37079,4962,19274,4962,653,19274,210
2015,Washington County,05000US13303,4961,19128,4961,641,19128,196
2013,Sumter County,05000US01119,4958,13041,4958,644,13041,141
2013,Nicholas County,05000US54067,4957,25853,4957,711,25853,171
2013,Sweetwater County,05000US56037,4957,43712,4957,668,43712,163
2014,Scotts Bluff County,05000US31157,4957,35807,4957,722,35807,266
2014,Manassas city,05000US51683,4953,40366,4953,1025,40366,44
2014,McDuffie County,05000US13189,4951,21222,4951,659,21222,138
2013,Wilson County,05000US48493,4951,42936,4951,834,42936,215
2016,Brookings County,05000US46011,4949,29965,4949,548,29965,284
2013,McDonald County,05000US29119,4948,22679,4948,718,22679,91
2016,Meriwether County,05000US13199,4943,20844,4943,767,20844,148
2013,Marshall County,05000US47117,4943,30491,4943,874,30491,125
2016,Covington County,05000US28031,4943,19172,4943,783,19172,149
2015,Logan County,05000US40083,4943,43041,4943,779,43041,532
2015,Miller County,05000US29131,4942,24577,4942,773,24577,138
2015,Wyoming County,05000US54109,4934,22669,4934,650,22669,140
2013,Scotts Bluff County,05000US31157,4934,35911,4934,596,35911,221
2016,Carter County,05000US21043,4933,26455,4933,710,26455,189
2013,Wayne County,05000US21231,4933,20334,4933,666,20334,191
2016,West Baton Rouge Parish,05000US22121,4933,24303,4933,753,24303,187
2014,Sumter County,05000US01119,4930,12800,4930,527,12800,183
2014,Pickens County,05000US01107,4929,19265,4929,684,19265,141
2014,Caroline County,05000US24011,4928,32166,4928,668,32166,119
2013,Yell County,05000US05149,4927,21664,4927,874,21664,138
2014,Aransas County,05000US48007,4924,23341,4924,822,23341,201
2013,Stephens County,05000US13257,4923,24870,4923,951,24870,163
2015,Berrien County,05000US13019,4923,18819,4923,706,18819,91
2015,Ward County,05000US38101,4919,65316,4919,626,65316,297
2015,Cherokee County,05000US01019,4918,25575,4918,792,25575,183
2015,Houston County,05000US48225,4918,19663,4918,543,19663,245
2015,Roosevelt County,05000US35041,4918,18690,4918,710,18690,212
2014,Greene County,05000US42059,4917,33828,4917,581,33828,483
2016,Palo Pinto County,05000US48363,4916,27464,4916,671,27464,223
2013,Marengo County,05000US01091,4913,20437,4913,571,20437,92
2013,Clark County,05000US05019,4912,20181,4912,670,20181,380
2014,Douglas County,05000US32005,4910,46802,4910,808,46802,164
2015,LaGrange County,05000US18087,4909,37642,4909,904,37642,108
2014,Palo Pinto County,05000US48363,4908,27554,4908,791,27554,172
2015,Attala County,05000US28007,4908,18871,4908,670,18871,108
2015,Pontotoc County,05000US28115,4903,30222,4903,910,30222,100
2015,Holmes County,05000US12059,4903,17630,4903,678,17630,335
2014,McDonald County,05000US29119,4901,22574,4901,531,22574,131
2013,Bennington County,05000US50003,4900,35375,4900,525,35375,209
2016,Grundy County,05000US17063,4899,49926,4899,708,49926,181
2015,Alpena County,05000US26007,4898,28462,4898,460,28462,164
2013,Overton County,05000US47133,4896,21812,4896,753,21812,98
2015,Bradford County,05000US12007,4896,23818,4896,971,23818,438
2016,Newton County,05000US28101,4895,20971,4895,626,20971,132
2015,"Hocking County, OH",05000US39073,4894,28192,4894,632,28192,159
2014,Warren County,05000US37185,4892,19733,4892,818,19733,172
2014,Hancock County,05000US54029,4892,29900,4892,643,29900,185
2015,Warren County,05000US42123,4891,39977,4891,482,39977,180
2016,Delta County,05000US08029,4890,29039,4890,638,29039,249
2016,Ward County,05000US38101,4889,66562,4889,702,66562,331
2015,Jefferson County,05000US13163,4889,15849,4889,656,15849,171
2016,Caswell County,05000US37033,4888,22161,4888,696,22161,144
2013,Shenandoah County,05000US51171,4887,41793,4887,792,41793,116
2014,Overton County,05000US47133,4887,21785,4887,688,21785,125
2015,Roscommon County,05000US26143,4885,23756,4885,528,23756,117
2016,Vernon County,05000US55123,4882,29955,4882,477,29955,114
2014,Pierce County,05000US55093,4879,38177,4879,635,38177,580
2015,Polk County,05000US05113,4878,20233,4878,752,20233,71
2015,Scotts Bluff County,05000US31157,4877,35668,4877,632,35668,225
2014,Carroll County,05000US05015,4877,27276,4877,750,27276,141
2013,Meade County,05000US21163,4877,28806,4877,964,28806,125
2015,Kandiyohi County,05000US27067,4877,41796,4877,441,41796,156
2015,McDonald County,05000US29119,4876,22487,4876,558,22487,161
2013,"Hunterdon County, NJ",05000US34019,4874,122493,4874,672,122493,513
2013,Christian County,05000US17021,4873,32690,4873,655,32690,374
2013,Hampton County,05000US45049,4871,19326,4871,500,19326,184
2016,Sweetwater County,05000US56037,4868,44166,4868,878,44166,136
2014,Champaign County,05000US39021,4868,38666,4868,768,38666,220
2013,Zapata County,05000US48505,4867,14046,4867,952,14046,113
2015,Mason County,05000US26105,4861,28241,4861,547,28241,145
2014,Pontotoc County,05000US28115,4859,30072,4859,819,30072,96
2016,Grant County,05000US21081,4857,24080,4857,1014,24080,206
2016,Zapata County,05000US48505,4857,14241,4857,994,14241,102
2014,Polk County,05000US55095,4856,43071,4856,538,43071,153
2013,Washington County,05000US13303,4852,19402,4852,677,19402,207
2016,St. Croix County,05000US55109,4851,85808,4851,603,85808,202
2016,Drew County,05000US05043,4851,17490,4851,606,17490,195
2013,Calaveras County,05000US06009,4849,44423,4849,744,44423,197
2016,Stoddard County,05000US29207,4848,29083,4848,512,29083,205
2015,Columbia County,05000US55021,4844,55031,4844,514,55031,251
2014,Fayette County,05000US18041,4843,23473,4843,668,23473,127
2014,Macon County,05000US01087,4840,18362,4840,495,18362,280
2015,Fulton County,05000US17057,4838,33993,4838,572,33993,240
2013,Franklin County,05000US50011,4837,47458,4837,597,47458,146
2015,Hancock County,05000US54029,4835,29789,4835,760,29789,187
2016,Winston County,05000US01133,4833,23500,4833,655,23500,181
2015,Torrance County,05000US35057,4833,14958,4833,706,14958,224
2013,Boyle County,05000US21021,4831,26402,4831,507,26402,249
2013,Montezuma County,05000US08083,4831,25092,4831,683,25092,116
2016,Somerset County,05000US24039,4826,19254,4826,690,19254,1780
2014,Grenada County,05000US28043,4826,21287,4826,878,21287,202
2016,Grimes County,05000US48185,4819,23792,4819,908,23792,219
2014,Upshur County,05000US54097,4819,23035,4819,695,23035,273
2014,Caswell County,05000US37033,4815,22226,4815,729,22226,250
2013,Roosevelt County,05000US35041,4815,18941,4815,694,18941,293
2013,Cherokee County,05000US37039,4812,26910,4812,666,26910,94
2016,Montezuma County,05000US08083,4811,25729,4811,608,25729,112
2015,Brookings County,05000US46011,4811,29571,4811,582,29571,321
2016,Berrien County,05000US13019,4811,18808,4811,639,18808,133
2013,Marshall County,05000US19127,4810,39595,4810,645,39595,211
2015,Meade County,05000US21163,4810,28822,4810,832,28822,110
2016,Greene County,05000US18055,4810,32242,4810,590,32242,99
2013,Lee County,05000US45061,4809,17198,4809,562,17198,146
2013,Madison County,05000US31119,4809,33856,4809,492,33856,166
2014,Christian County,05000US17021,4809,32482,4809,610,32482,398
2014,Greene County,05000US37079,4808,19273,4808,606,19273,431
2014,Stephens County,05000US13257,4807,24868,4807,918,24868,146
2013,Hart County,05000US21099,4806,18042,4806,573,18042,137
2015,Fayette County,05000US18041,4806,23386,4806,670,23386,122
2014,Marshall County,05000US54051,4804,31832,4804,659,31832,276
2014,Harrison County,05000US18061,4803,38746,4803,768,38746,131
2014,Box Elder County,05000US49003,4803,50126,4803,778,50126,118
2014,Meriwether County,05000US13199,4802,20979,4802,712,20979,179
2016,Muscatine County,05000US19139,4802,42119,4802,755,42119,261
2013,Fulton County,05000US39051,4801,42173,4801,693,42173,106
2014,Wyoming County,05000US54109,4801,22954,4801,682,22954,148
2015,Pickens County,05000US01107,4801,19222,4801,586,19222,218
2016,Houston County,05000US48225,4801,19660,4801,512,19660,225
